Order ID,Order Date,Order Month,Ship Date,Shipping Days,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profir Margins
US-2023-153913,2023-12-16,Dec-23,2023-12-20,4,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.83,9,20%,101.38,10%
US-2023-124247,2023-12-16,Dec-23,2023-12-21,5,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,20%,70.20,5%
US-2023-136399,2023-12-16,Dec-23,2023-12-17,1,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,20%,18.12,8%
US-2023-113257,2023-12-16,Dec-23,2023-12-18,2,Second Class,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.62,7,60%,-2.59,-30%
US-2023-108273,2023-12-16,Dec-23,2023-12-21,5,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.57,2,60%,-74.95,-133%
US-2023-100706,2023-12-16,Dec-23,2023-12-18,2,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,29.46,6,0%,9.72,33%
US-2023-136399,2023-12-16,Dec-23,2023-12-17,1,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0%,14.67,33%
US-2023-112718,2023-12-16,Dec-23,2023-12-21,5,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.17,1,70%,-0.86,-73%
US-2023-153913,2023-12-16,Dec-23,2023-12-20,4,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.98,2,20%,0.67,34%
US-2023-108273,2023-12-16,Dec-23,2023-12-21,5,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.29,7,20%,12.70,35%
US-2023-151379,2023-12-16,Dec-23,2023-12-20,4,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.20,5,0%,52.53,46%
US-2023-136399,2023-12-16,Dec-23,2023-12-17,1,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.00,5,0%,39.50,10%
US-2023-100706,2023-12-16,Dec-23,2023-12-18,2,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0%,8.00,8%
US-2023-113257,2023-12-16,Dec-23,2023-12-18,2,Second Class,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,319.97,4,20%,95.99,30%
US-2023-136399,2023-12-16,Dec-23,2023-12-17,1,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.17,4,20%,70.56,11%
US-2023-123925,2023-12-17,Dec-23,2023-12-19,2,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0%,11.21,28%
US-2023-139633,2023-12-17,Dec-23,2023-12-24,7,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.48,4,70%,-4.02,-73%
US-2023-120768,2023-12-19,Dec-23,2023-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,0%,163.79,9%
US-2023-150574,2023-12-19,Dec-23,2023-12-25,6,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,2,70%,-3.69,-77%
US-2023-120768,2023-12-19,Dec-23,2023-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0%,74.85,49%
US-2023-162992,2023-12-19,Dec-23,2023-12-21,2,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0%,8.79,39%
US-2023-162992,2023-12-19,Dec-23,2023-12-21,2,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0%,6.87,47%
US-2023-169446,2023-12-19,Dec-23,2023-12-25,6,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,15.55,3,20%,5.44,35%
US-2023-169446,2023-12-19,Dec-23,2023-12-25,6,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",32.59,3,20%,-7.74,-24%
US-2023-120768,2023-12-19,Dec-23,2023-12-21,2,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0%,1.96,27%
US-2023-150574,2023-12-19,Dec-23,2023-12-25,6,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.80,5,20%,-18.59,-8%
US-2023-162992,2023-12-19,Dec-23,2023-12-21,2,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.80,5,20%,72.97,13%
US-2023-162992,2023-12-19,Dec-23,2023-12-21,2,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,211.17,4,20%,15.84,8%
US-2023-169446,2023-12-19,Dec-23,2023-12-25,6,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.98,3,20%,36.45,11%
US-2023-134551,2023-12-20,Dec-23,2023-12-25,5,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,20%,74.57,11%
US-2023-138681,2023-12-20,Dec-23,2023-12-22,2,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.35,3,20%,-42.41,-18%
US-2023-163412,2023-12-20,Dec-23,2023-12-23,3,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.19,3,10%,36.30,19%
US-2023-138681,2023-12-20,Dec-23,2023-12-22,2,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,20%,10.39,20%
US-2023-160157,2023-12-20,Dec-23,2023-12-27,7,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.85,3,20%,-21.47,-11%
US-2023-136567,2023-12-20,Dec-23,2023-12-21,1,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.10,2,0%,100.12,22%
US-2023-136567,2023-12-20,Dec-23,2023-12-21,1,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0%,493.79,22%
US-2023-120852,2023-12-20,Dec-23,2023-12-25,5,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.43,2,80%,-49.55,-255%
US-2023-134551,2023-12-20,Dec-23,2023-12-25,5,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.51,7,20%,3.81,9%
US-2023-156594,2023-12-20,Dec-23,2023-12-23,3,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.30,2,0%,12.30,26%
US-2023-156594,2023-12-20,Dec-23,2023-12-23,3,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,1,0%,1.16,28%
US-2023-156594,2023-12-20,Dec-23,2023-12-23,3,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,20%,50.41,33%
US-2023-136567,2023-12-20,Dec-23,2023-12-21,1,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0%,29.29,47%
US-2023-103100,2023-12-20,Dec-23,2023-12-23,3,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0%,496.79,45%
US-2023-156594,2023-12-20,Dec-23,2023-12-23,3,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98,2,20%,152.50,31%
US-2023-109036,2023-12-20,Dec-23,2023-12-25,5,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0%,14.90,48%
US-2023-103100,2023-12-20,Dec-23,2023-12-23,3,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1,0%,1.73,47%
US-2023-138681,2023-12-20,Dec-23,2023-12-22,2,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,5,20%,77.67,35%
US-2023-134551,2023-12-20,Dec-23,2023-12-25,5,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,20%,9.07,35%
US-2023-138681,2023-12-20,Dec-23,2023-12-22,2,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.45,2,20%,2.64,31%
US-2023-136567,2023-12-20,Dec-23,2023-12-21,1,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0%,0.00,0%
US-2023-140816,2023-12-20,Dec-23,2023-12-20,0,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.94,7,20%,89.59,20%
US-2023-138681,2023-12-20,Dec-23,2023-12-22,2,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.98,3,20%,21.59,30%
US-2023-120852,2023-12-20,Dec-23,2023-12-25,5,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,20%,-8.18,-13%
CA-2023-126634,2023-12-20,Dec-23,2023-12-22,2,Second Class,AB-10165,Alan Barnes,Consumer,Canada,Vancouver,British Columbia,V5K,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,94.20,5,0%,39.56,42%
US-2023-154893,2023-12-21,Dec-23,2023-12-27,6,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,20%,35.76,6%
US-2023-154893,2023-12-21,Dec-23,2023-12-27,6,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,20%,149.15,11%
US-2023-134621,2023-12-21,Dec-23,2023-12-28,7,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,70%,-14.59,-80%
US-2023-109127,2023-12-21,Dec-23,2023-12-25,4,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10004409,Office Supplies,Labels,Avery 492,17.28,6,0%,7.95,46%
US-2023-133543,2023-12-22,Dec-23,2023-12-26,4,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76,4,0%,3.18,27%
US-2023-142510,2023-12-22,Dec-23,2023-12-29,7,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.90,6,80%,-31.33,-175%
US-2023-101364,2023-12-22,Dec-23,2023-12-26,4,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',296.71,13,20%,100.14,34%
US-2023-142510,2023-12-22,Dec-23,2023-12-29,7,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,124.03,4,20%,44.96,36%
US-2023-142510,2023-12-22,Dec-23,2023-12-29,7,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,132.16,1,20%,9.91,8%
US-2023-146864,2023-12-22,Dec-23,2023-12-26,4,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.40,4,0%,56.26,26%
US-2023-154158,2023-12-23,Dec-23,2023-12-27,4,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",64.78,1,20%,6.48,10%
US-2023-114517,2023-12-23,Dec-23,2023-12-27,4,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.32,2,40%,-19.55,-37%
US-2023-142314,2023-12-23,Dec-23,2023-12-28,5,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0%,58.03,28%
US-2023-114517,2023-12-23,Dec-23,2023-12-27,4,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0%,15.83,28%
US-2023-154158,2023-12-23,Dec-23,2023-12-27,4,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.34,1,20%,0.50,38%
US-2023-126333,2023-12-23,Dec-23,2023-12-28,5,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5.18,1,20%,1.81,35%
US-2023-154158,2023-12-23,Dec-23,2023-12-27,4,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.53,3,20%,15.93,35%
US-2023-154158,2023-12-23,Dec-23,2023-12-27,4,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,424.27,2,20%,-10.61,-3%
US-2023-154158,2023-12-23,Dec-23,2023-12-27,4,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,5,20%,-1.05,-1%
US-2023-167738,2023-12-24,Dec-23,2023-12-29,5,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.27,6,20%,18.27,6%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0%,5.52,23%
US-2023-156314,2023-12-24,Dec-23,2023-12-26,2,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,20%,8.73,29%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0%,101.35,28%
US-2023-132913,2023-12-24,Dec-23,2023-12-26,2,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,92037,West,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13.97,1,0%,3.63,26%
US-2023-113166,2023-12-24,Dec-23,2023-12-26,2,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.57,2,20%,3.47,36%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0%,0.20,1%
US-2023-167738,2023-12-24,Dec-23,2023-12-29,5,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0%,41.43,29%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0%,13.20,21%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.66,7,20%,17.37,10%
US-2023-138247,2023-12-24,Dec-23,2023-12-29,5,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.38,3,20%,51.15,6%
US-2023-111451,2023-12-26,Dec-23,2023-12-28,2,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,20%,20.16,9%
US-2023-152030,2023-12-26,Dec-23,2023-12-28,2,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,3,30%,-8.58,-1%
US-2023-106264,2023-12-26,Dec-23,2023-12-30,4,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0%,1.11,32%
US-2023-111451,2023-12-26,Dec-23,2023-12-28,2,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,20%,-24.56,-11%
US-2023-111451,2023-12-26,Dec-23,2023-12-28,2,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,20%,78.86,26%
US-2023-139598,2023-12-26,Dec-23,2023-12-31,5,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.66,2,20%,5.63,16%
US-2023-139598,2023-12-26,Dec-23,2023-12-31,5,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.55,2,20%,8.16,10%
US-2023-101427,2023-12-26,Dec-23,2023-12-30,4,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.02,3,20%,1.10,14%
US-2023-111171,2023-12-26,Dec-23,2023-12-31,5,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,80%,-14.77,-170%
US-2023-111451,2023-12-26,Dec-23,2023-12-28,2,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.60,5,70%,-62.88,-80%
US-2023-111451,2023-12-26,Dec-23,2023-12-28,2,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,20%,9.30,34%
US-2023-139598,2023-12-26,Dec-23,2023-12-31,5,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.26,3,20%,6.16,34%
US-2023-168473,2023-12-26,Dec-23,2024-01-01,6,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0%,19.19,10%
US-2023-139598,2023-12-26,Dec-23,2023-12-31,5,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.14,4,20%,-42.59,-19%
US-2023-106264,2023-12-26,Dec-23,2023-12-30,4,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0%,0.12,1%
US-2023-163447,2023-12-27,Dec-23,2023-12-31,4,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.21,14,10%,161.97,21%
US-2023-106334,2023-12-27,Dec-23,2024-01-02,6,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,20%,23.03,10%
US-2023-162866,2023-12-27,Dec-23,2023-12-31,4,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.95,6,60%,-19.77,-60%
US-2023-159611,2023-12-27,Dec-23,2024-01-01,5,Second Class,KB-16315,Karl Braun,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",182.35,3,20%,-18.24,-10%
US-2023-166961,2023-12-27,Dec-23,2023-12-31,4,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,10.98,1,0%,2.96,27%
US-2023-165393,2023-12-27,Dec-23,2023-12-30,3,First Class,NC-18415,Nathan Cano,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4.98,1,80%,-8.47,-170%
